,MJD,DM,DMError,Flux,FluxError,Width,PeakFrequency,PeakFrequencyError,BandWidth,BandWidthError,Fluence,FluenceError,Energy,RM,RMErrorLeft,RMErrorRight,Linear,LinearError,Circular,CircularError
332,59882.54961,220.54,0.08,123.4,1.5,3.61,1061.2,3,183.2,7.9,0.446,0.005,32.15,-0.7,0.6,0.5,95.1,1.7,18.9,1.2
333,59882.54961,223.65,0.71,46.9,0.6,7.03,1495.7,20.5,227.8,32.1,0.329,0.004,23.77,2.7,2.6,2.6,83.2,2.7,-16.2,2.1
334,59882.5502,221.46,0.06,187.2,2.3,10.21,1158.4,15.9,764.8,2064.3,1.912,0.023,137.95,-1.7,0.2,0.2,98.7,0.8,-5.6,0.6
335,59882.55057,224.44,0.5,201.1,2.4,6.32,1446.6,6.3,238.7,14.6,1.271,0.015,91.71,-0.9,0.4,0.4,96,0.6,-8.4,0.4
336,59882.55061,220.53,0.18,207,2.5,8.47,1110.7,4.9,308.2,18.1,1.754,0.021,126.56,0.1,0.2,0.2,98.4,0.7,11.5,0.5
337,59882.55066,220.21,0.09,98,1.2,4.41,1007.5,8.4,209.2,13.4,0.432,0.005,31.19,-0.9,0.9,0.9,97.2,2.2,7.9,1.6
338,59882.55066,223.56,1.12,84.5,1,4.97,1461.6,6.8,196.8,14.5,0.42,0.005,30.32,-3.7,1.5,1.5,97.3,1.8,8.5,1.3
339,59882.55078,221.34,0.16,71.3,0.9,3.9,1085,2.6,158.2,7.7,0.278,0.003,20.07,-2.5,1.1,1.1,87.8,3.1,37.7,2.5
340,59882.5508,219.45,0.17,66.8,0.8,4.24,1097.7,2.5,153.8,7.4,0.283,0.003,20.44,1.5,1,1.1,94.2,3.3,12,2.4
341,59882.55109,221.24,0.28,336.6,4.1,14.66,1093.6,6.4,474.7,32.4,4.934,0.06,355.92,0.9,0.1,0.1,99.8,0.3,-9.3,0.2
342,59882.55123,220.29,0.1,1088.8,13.2,1.6,1121.6,2.1,244.6,7.2,1.741,0.021,125.57,0.3,0.1,0.1,100,0.4,2.7,0.3
343,59882.55123,220.24,0.09,127.6,1.5,5.26,1030.7,3.1,145.1,6.4,0.671,0.008,48.4,1.9,0.6,0.6,100.4,1.6,5.9,1.1
344,59882.55138,219.88,0.15,84.2,1,6.32,1391.6,6.5,241,21,0.532,0.006,38.38,2.9,0.8,0.8,100.6,1.8,2.9,1.3
345,59882.55138,225.23,0.25,62,0.8,6.75,1220.4,8.7,520.6,623.1,0.418,0.005,30.18,-2.3,0.8,0.8,98.9,2.7,-3.3,1.9
346,59882.5514,219,0.38,22.9,0.3,2.96,949.2,102.6,191.7,99.7,0.068,0.001,4.88,13.1,21,18.7,106.7,17.7,16.5,12.2
347,59882.55145,220.2,0.11,47.8,0.6,4.12,1016.2,8.4,167.7,14.7,0.197,0.002,14.19,1.3,2.2,2.1,97.1,4.6,-0.5,3.3
348,59882.55152,224.49,0.2,87.1,1.1,5.66,1288.1,7.2,524,210.9,0.492,0.006,35.53,-1.1,0.5,0.5,97.2,1.7,8.2,1.2
349,59882.55156,219.48,0.21,27.9,0.3,3.08,990.7,12.8,90,15.2,0.086,0.001,6.19,13.1,6.6,6.9,114.7,9.3,-3,6.1
350,59882.55157,220.86,0.19,48.3,0.6,4.73,1033.9,8.4,195.2,17.3,0.228,0.003,16.47,1.9,1.7,1.7,105,5,-3.6,3.4
351,59882.55159,220.82,5.13,72.5,0.9,3.88,1384.3,6.4,257.7,22.1,0.281,0.003,20.3,-1.3,1.1,1.1,103.4,2.3,4.2,1.6
352,59882.55196,222.73,0.87,30.1,0.4,2.02,1423.4,15.9,242.7,43.6,0.061,0.001,4.38,2.7,6.7,7.8,82,10.1,13.3,7.9
353,59882.55229,221.6,2.04,28,0.3,1.68,1470,11.7,146.2,24.7,0.047,0.001,3.4,34.7,17.3,17.6,100.8,11.6,-20.9,8.4
354,59882.55265,224.68,0.23,76,0.9,5.27,1238.4,5.5,494.3,205,0.4,0.005,28.89,2.5,0.6,0.7,95.7,2.1,10.7,1.5
355,59882.55271,217.12,3.12,23.6,0.3,1.47,1479,52.8,294.4,98.6,0.035,0,2.5,20.3,16.2,15.8,118.1,19.3,-20.4,12.7
356,59882.55281,219.3,0.27,29.1,0.4,1.68,1006,5.6,62.5,8.8,0.049,0.001,3.53,2.5,16.5,16,98.6,16.6,-21.8,12.1
357,59882.55292,221.06,0.25,80.6,1,5.42,1116.6,3.9,215.4,12.6,0.437,0.005,31.54,-0.1,0.7,0.7,100.1,2.4,5.4,1.7
358,59882.55309,223.11,0.4,139.9,1.7,3.98,1365.1,3.6,225.7,12.5,0.556,0.007,40.12,2.3,0.6,0.7,94.7,1.4,-25.2,1.1
359,59882.55317,223.38,0.24,537.4,6.5,9.04,1407.2,4.7,301.7,15.3,4.856,0.059,350.32,2.5,0.1,0.1,97.5,0.2,11.7,0.2
360,59882.55356,222.49,0.12,564.4,6.8,10.68,1094.3,7.2,543.5,47.1,6.03,0.073,434.97,0.5,0.1,0.1,99.8,0.3,-12.2,0.2
361,59882.55356,227.1,0.55,96.2,1.2,8.65,1329.2,6.3,286.4,30.8,0.833,0.01,60.06,-2.9,0.4,0.4,99.5,1.2,14.3,0.8
362,59882.55393,223.66,0.8,86.1,1,3.8,1435.3,4.2,165.8,11.3,0.327,0.004,23.62,-2.3,1.3,1.3,98.6,1.8,9.1,1.3
363,59882.55461,222.53,1.64,38.2,0.5,3.28,1348.9,7.6,289.3,33.2,0.125,0.002,9.03,-4.5,2.6,2.3,103.5,7.8,1.6,5.4
364,59882.55461,222.14,0.19,93.9,1.1,9.12,1138.3,3,212.9,9.9,0.856,0.01,61.78,2.5,0.4,0.4,101,1.3,-6.2,1
365,59882.55461,223.44,0.13,367.4,4.4,4.37,1141.7,3.2,289.5,13.8,1.606,0.019,115.89,-1.7,0.2,0.2,100.7,0.6,0,0.4
366,59882.555,219.92,1.61,24.3,0.3,0.54,1458.6,36.2,199.6,80.5,0.013,0,0.94,21.1,23.9,27.7,116,30.2,2.4,19.7
367,59882.55541,224.04,1.1,35.1,0.4,2.24,1206.9,19.1,183.8,95.5,0.079,0.001,5.67,8.5,2.5,2.6,83.8,8.3,2.8,6.4
368,59882.55553,221.22,0.21,47.1,0.6,5.37,1096.9,3.9,171.7,11.7,0.253,0.003,18.25,-2.3,1.3,1.2,92.9,4.2,-5.3,3.1
369,59882.55558,221.31,0.62,31.2,0.4,3.7,1242.6,9.2,738.5,1188.2,0.116,0.001,8.35,-22.7,3,2.4,103.2,8.1,-5.2,5.7
370,59882.55562,222.11,0.36,115.4,1.4,6.94,1238.5,6.3,491.2,233.1,0.801,0.01,57.79,-1.5,0.3,0.3,99,1.1,-6.8,0.8
371,59882.55573,220.73,0.11,103.6,1.3,11.84,1025.8,1.7,121.7,3.5,1.227,0.015,88.5,0.1,0.5,0.5,95.2,1,28.8,0.7
372,59882.55592,218.46,5.18,26.2,0.3,1.52,1335.7,18.3,408.7,157.4,0.04,0,2.87,-3.9,9.6,10.5,89.9,13.8,6.5,10.2
373,59882.55605,221.47,1.89,243.7,2.9,8.18,1432.2,2.6,193.5,6.9,1.994,0.024,143.88,-1.7,0.3,0.3,98.6,0.4,10.8,0.3
374,59882.5561,218.81,0.83,49.5,0.6,7.78,1405.5,4.8,185.6,14,0.385,0.005,27.79,-0.9,1.8,1.6,101.4,2.9,-12.9,2
375,59882.55625,220.76,0.1,71.7,0.9,8.82,1059.2,7,228.8,16.9,0.632,0.008,45.61,5.9,0.8,0.9,96,2.7,0.6,2
376,59882.55635,225.15,1.2,198.3,2.4,5.94,1045,3.3,191.7,7.4,1.178,0.014,85,2.1,0.4,0.4,99.9,1,-6.9,0.7
377,59882.5566,218.99,0.53,23.3,0.3,1.23,1021.8,7.5,69.9,18.4,0.029,0,2.07,-28.1,32.8,17.1,27,16.9,3.1,16.4
378,59882.55691,220.33,0.17,43,0.5,3.98,1089,3.6,152.9,10.5,0.171,0.002,12.32,2.1,1.6,1.7,93.4,5.1,-3.8,3.7
379,59882.55706,222.25,0.75,152,1.8,3.8,1460.9,4.4,179.6,9.4,0.578,0.007,41.67,5.9,1.1,1.1,97.2,1.2,-13.9,0.9
380,59882.55717,222.25,0.38,97.1,1.2,4.67,1099,3.6,192,10.8,0.454,0.005,32.73,0.1,0.6,0.6,100,2.2,-1.8,1.6
381,59882.55723,221.7,3.9,49,0.6,2.94,1424.1,4,148,11.4,0.144,0.002,10.37,8.3,3.3,3.6,99.2,4.6,0,3.3
382,59882.55723,221.85,0.47,23,0.3,3.57,1017.4,7.8,93.4,15.5,0.082,0.001,5.91,-8.5,12.8,9.1,83.4,14.6,-16,11.3
383,59882.55728,221.29,0.25,151.4,1.8,6.09,1113.9,3.1,202.1,9.7,0.922,0.011,66.49,0.9,0.3,0.3,99.6,1.2,-8.6,0.9
384,59882.55733,222.32,3.6,298.5,3.6,4.35,1434.7,3.7,227.6,9.5,1.299,0.016,93.68,0.5,0.4,0.4,98.3,0.5,10.2,0.4
385,59882.55744,220.99,2.04,24.2,0.3,1.15,1381.5,16.3,77.6,35,0.028,0,2,-29.1,16.2,14.1,91.1,18,-19.4,13.6
386,59882.55758,221.21,2.14,28.2,0.3,2.19,1344.8,13.4,101.5,38.6,0.062,0.001,4.45,40.1,24.5,23.3,141.8,25.1,-2.7,14.4
387,59882.55762,219.95,0.21,23.5,0.3,1.95,1015.2,4,64.6,8.3,0.046,0.001,3.3,-21.3,11.9,10.9,102.4,14.4,12.5,10.1
388,59882.55764,219.73,0.15,27.7,0.3,3.02,1022.5,4.4,93.4,9.9,0.084,0.001,6.03,6.9,7.2,7.7,103.7,11.4,-8,7.9
389,59882.55764,220.04,0.11,50.5,0.6,5.47,1009.1,2.9,84.5,5,0.276,0.003,19.93,-4.3,3.2,3.1,95,3.6,1.3,2.6
390,59882.55777,216.82,0.12,58.3,0.7,4.2,1011.2,5.5,135.2,9.4,0.245,0.003,17.66,4.1,1.8,1.9,102.6,3.7,4.3,2.6
391,59882.5579,219.29,0.23,25.2,0.3,5.2,1026.8,2.3,64.7,5.9,0.131,0.002,9.45,-4.1,6.4,6.6,106.9,9.1,-11.4,6.3
392,59882.55817,220.95,0.12,131.3,1.6,3.48,1057.2,3.4,176.2,8.6,0.457,0.006,32.96,3.7,0.7,0.7,80.7,2,-51.7,1.8
393,59882.55825,220.1,0.21,31,0.4,3.2,1079.7,7.4,159.7,21,0.099,0.001,7.16,-2.5,3.1,3.2,95.4,8.4,9.6,6.1
394,59882.55868,220.18,0.51,146.2,1.8,10.45,1402.2,5.6,259.4,17.7,1.527,0.018,110.19,-0.5,0.4,0.4,96.7,0.8,19,0.6
395,59882.55875,220.63,2.23,29.5,0.4,2.35,1470.4,20,157,40.6,0.069,0.001,5.01,26.3,14.5,15,96,15.2,-15.4,11.1
396,59882.55879,221.49,0.29,332.3,4,10.19,1136.8,3.7,337,18.2,3.388,0.041,244.4,-0.3,0.1,0.1,97.3,0.3,19.4,0.2
397,59882.55881,223.47,1.35,31.2,0.4,1.43,1111.3,11.8,164.1,34.8,0.045,0.001,3.23,0.5,4.8,4.7,77.1,12.7,-9.4,10.1
398,59882.55898,220.12,1.78,28.2,0.3,2.46,1475.2,14.8,163.1,28.3,0.069,0.001,5,-12.3,9.4,8.7,92.6,7.4,31.1,5.7
399,59882.55902,219.28,3.69,32.3,0.4,1.82,1455.4,12,143.5,29.3,0.059,0.001,4.23,11.3,24.4,23.3,103.8,12.3,15.9,8.6
400,59882.55908,223.03,1.27,395.2,4.8,32.86,1190.9,3.2,402.3,35.7,12.985,0.157,936.73,0.1,0.1,0.1,99.2,0.2,-12.5,0.1
401,59882.55921,219.94,0.18,49,0.6,5.88,1008.9,6,124.7,10.1,0.289,0.003,20.82,-9.3,2.8,2.6,94.1,4.1,-3,3
402,59882.55941,219.01,0.42,24.6,0.3,0.49,1012,13,54.4,26,0.012,0,0.87,74.3,53.4,96.8,88.8,33.5,-63.2,29.6
403,59882.55965,224.24,0.15,275.7,3.3,9.56,1418.4,6.3,228.3,18.2,2.636,0.032,190.17,1.9,0.2,0.2,98.9,0.5,-6.4,0.4
404,59882.55979,220.21,0.18,40.1,0.5,5.2,1055.4,7.4,174,18.8,0.209,0.003,15.05,-2.1,1.8,1.7,90.7,4.8,-3.3,3.6
405,59882.55998,220.35,3.59,32.6,0.4,3.17,1139.9,10.1,244.1,36.5,0.103,0.001,7.45,11.3,4,3.4,55.1,7.8,52.1,7.7
406,59882.56003,220.61,0.16,76.3,0.9,6.72,1092,3.6,188.2,10.6,0.513,0.006,36.98,2.3,0.7,0.7,92.9,2.3,16.2,1.7
407,59882.5601,221.42,0.32,32.7,0.4,2.57,1061.4,8.3,166.8,21.8,0.084,0.001,6.07,15.7,3.8,3.9,62.4,10,-78,10.8
408,59882.56015,220.28,0.1,100.7,1.2,1.91,1012.7,5.2,120.6,8.9,0.192,0.002,13.85,-8.5,2.2,2.3,82.1,3.5,55.8,3.1
409,59882.56015,219.85,0.11,42.5,0.5,3.78,1036.1,7.7,155.5,17,0.161,0.002,11.62,2.7,2.3,2.3,102.4,6.9,9.5,4.8
410,59882.56016,227.27,0.52,357.8,4.3,8.01,1347,8.3,336.6,45.2,2.866,0.035,206.74,-3.1,0.2,0.2,98.7,0.5,-5.6,0.3
411,59882.56017,222.08,0.42,76.9,0.9,7.68,1175.3,8.6,440.9,95.4,0.591,0.007,42.63,3.7,0.4,0.4,99.8,2.1,4.8,1.5
412,59882.56018,221.11,0.19,44,0.5,2.35,1011.8,2.6,67.3,5.1,0.104,0.001,7.47,-2.1,4.6,5,103.7,6.6,7,4.6
413,59882.56019,219.9,5.5,226,2.7,2,1373.8,3.1,218.5,10.5,0.453,0.005,32.65,-6.1,0.6,0.6,78.1,1.2,49,1
414,59882.56078,220.84,0.3,32.5,0.4,5.62,1088.1,10.4,231.9,29.7,0.183,0.002,13.18,-2.9,2,1.9,98.8,6.9,5,4.9
415,59882.56081,221.87,3.06,81.6,1,3.52,1375.3,4.2,201.4,13.4,0.287,0.003,20.71,4.9,1.2,1.2,100.8,2.5,4,1.8
416,59882.56103,219.65,0.11,72.9,0.9,4.53,1015.8,2.6,96.5,5,0.33,0.004,23.81,8.7,1.8,1.9,99.4,2.6,-3.1,1.9
417,59882.5611,219.7,3.44,38.1,0.5,1.17,1459.1,9.7,122.8,23.3,0.045,0.001,3.21,12.5,20.8,21.5,80.4,10.9,5.6,8.5
418,59882.56141,220,0.31,27,0.3,1.45,1006.3,7.9,64,13.5,0.039,0,2.83,-23.3,15.4,12.3,129.1,19.8,4.2,12.2
419,59882.56141,220,0.17,33.3,0.4,3.31,1013.6,1.6,53.1,3.5,0.11,0.001,7.96,-17.7,5.8,5.6,98.6,6.5,-8.8,4.6
420,59882.56147,220.46,0.32,20.1,0.2,1.31,968.3,646.6,30.4,278.3,0.026,0,1.9,-30.3,34.2,37.7,67.1,18,-5.3,15
421,59882.56147,220.71,0.15,119.2,1.4,9.68,1089.1,5.1,239,15.1,1.154,0.014,83.27,5.1,0.3,0.4,96.8,1.2,-3.6,0.8
422,59882.56153,221.89,1.66,23.1,0.3,1.6,1326.5,13.6,229.3,52.5,0.037,0,2.67,-3.5,13.6,13.7,91.5,15.7,-8.6,11.6
423,59882.56154,219.96,0.09,109.7,1.3,7.34,1028.9,4.5,192,8.9,0.805,0.01,58.04,3.7,0.6,0.6,96.8,1.5,0.6,1.1
424,59882.56154,220.7,0.1,64.4,0.8,3.12,1015.2,6.3,142.3,11.2,0.201,0.002,14.51,-0.3,1.8,1.7,94,3.4,-5.6,2.5
425,59882.56156,222.17,0.57,38.6,0.5,5.26,1091.3,8.9,236.6,25.6,0.203,0.002,14.66,7.1,1.3,1.4,95.6,4.4,18.2,3.2
426,59882.56196,224.8,0.14,249.7,3,6.92,1210.1,4.9,484.4,118,1.727,0.021,124.59,0.3,0.2,0.2,99.1,0.6,7.5,0.4
427,59882.56201,220.59,0.12,99.5,1.2,5.43,1016.2,2.4,107.1,4.5,0.54,0.007,38.97,3.5,1.2,1.3,97.2,1.8,8.3,1.3
428,59882.56202,220.14,0.11,37.7,0.5,7.56,1015.9,2.3,77.7,4.5,0.285,0.003,20.53,8.1,3.1,3.3,100.4,4,-6.6,2.9
429,59882.56209,220.2,0.14,27.8,0.3,2.01,1031.3,2.2,59.6,5.5,0.056,0.001,4.03,-8.1,9.3,9.4,96.1,12.3,1.8,8.8
430,59882.56214,223.75,0.16,379.1,4.6,5.31,1297.8,2.7,349,25.9,2.014,0.024,145.29,-0.5,0.2,0.2,99.9,0.4,10.8,0.3
431,59882.5622,224.5,0.4,35.7,0.4,5.64,1133.1,9.6,289.3,38.5,0.201,0.002,14.53,1.9,1.3,1.3,94.6,4.8,7.8,3.5
432,59882.56238,221.76,0.27,120.9,1.5,9.76,1133.4,6.6,344.1,31.7,1.179,0.014,85.07,-1.3,0.2,0.2,98.7,0.9,5.9,0.6
433,59882.56269,220.66,0.1,130,1.6,3.53,1043.9,3.6,169.8,8.3,0.458,0.006,33.07,-0.1,0.6,0.6,98.7,1.7,-1.2,1.2
434,59882.56281,220.55,0.15,164.1,2,2.49,1406.6,5.2,227,15.4,0.409,0.005,29.51,-1.9,1.2,1.2,83.6,2.1,22,1.6
435,59882.56421,220.73,0.31,27.4,0.3,0.76,1030.6,3.3,55.9,8.9,0.021,0,1.5,-24.1,26.9,24.8,45.5,20.5,-2.8,18.7
436,59882.56423,223.68,0.12,143.7,1.7,13.11,1138.6,4.7,307.7,21,1.885,0.023,135.96,-2.3,0.2,0.2,98.3,0.8,15.8,0.6
437,59882.56423,220.25,0.08,95.3,1.1,5.75,1024.1,3.9,137.7,7.9,0.548,0.007,39.54,-0.3,0.7,0.7,99.7,1.8,-13.4,1.3
438,59882.56445,220.78,0.22,84.6,1,4.7,1100.7,4.1,211.6,12.6,0.397,0.005,28.67,6.7,0.7,0.7,89.1,2.4,-40.8,2
439,59882.5646,219.08,0.6,25.5,0.3,1.19,1079.7,19.3,162.3,55.7,0.03,0,2.18,-21.1,13.4,13.6,130.1,25.7,29.7,16.3
440,59882.56468,223.61,0.12,235.7,2.8,5.55,1331,3.4,290.1,16.9,1.308,0.016,94.38,1.9,0.2,0.2,98.5,0.6,-9.7,0.4
441,59882.56479,225.5,3.21,24.8,0.3,1.66,1435.1,11.3,131.4,31.2,0.041,0,2.97,-19.7,16.4,15.1,76.9,11.1,5.9,8.8
442,59882.56483,220.33,0.29,29.6,0.4,2.2,1035.3,10.7,105,24.4,0.065,0.001,4.71,-2.9,12.9,12.1,105.7,17.7,-25.8,12.5
443,59882.56492,220.7,0.15,60.6,0.7,7.01,1031.8,5.4,151.5,11.4,0.425,0.005,30.65,4.5,1,1.1,101.4,2.9,-0.8,2
444,59882.56512,220.54,0.23,204.9,2.5,10.09,1014.9,5.6,186,9.1,2.067,0.025,149.13,1.3,0.3,0.3,97.2,0.8,-16.9,0.6
445,59882.56512,217.69,0.19,87.9,1.1,4.25,1012.8,2.4,84.6,4.3,0.374,0.005,26.96,9.9,2.2,2.2,96.8,3,-4.8,2.2
446,59882.56518,222.72,0.63,125.7,1.5,6.78,1283.1,6.2,214.1,25.7,0.852,0.01,61.45,-1.9,0.6,0.6,93.9,1.5,7.5,1.1
447,59882.56535,219.87,0.16,65.4,0.8,9.25,1016.4,1.6,82.5,3.1,0.605,0.007,43.66,-4.9,1.6,1.6,97.8,2.2,-6,1.6
448,59882.56539,224.61,0.2,88,1.1,11.17,1248.6,4.7,436,130,0.983,0.012,70.92,0.7,0.4,0.4,100.3,1.5,9.8,1
449,59882.56539,220.04,0.17,31.5,0.4,2.44,1030.4,3.7,85.3,8.7,0.077,0.001,5.55,-8.5,8.3,8,102.2,12.2,-1.6,8.5
450,59882.56569,219.94,0.25,26.2,0.3,1.69,1035.2,3.9,53.8,10.3,0.044,0.001,3.19,-36.3,26.5,18.4,78.6,29.7,-1.6,23.3
451,59882.56585,220.52,1.61,59.6,0.7,2.33,1421.5,7.7,217.6,21.8,0.139,0.002,10.02,-7.5,3.2,2.9,91.4,4.2,3.1,3.1
452,59882.56586,221.44,0.49,19.2,0.2,0.09,1004.4,18.8,70.1,30.8,0.002,0,0.13,-5.1,34.7,29.6,91.6,82.3,-62.3,71.5
453,59882.56587,222.59,3.2,48.7,0.6,7.01,1464.4,4.2,109.2,10,0.342,0.004,24.64,-3.1,2.5,2.4,97.7,2.9,-5.8,2.1
454,59882.56587,221.09,7.17,328.3,4,1.36,1339.4,3.3,223.6,11.9,0.445,0.005,32.13,-0.5,0.6,0.6,94.9,1.4,23.1,1.1
455,59882.56587,223.52,0.09,146.1,1.8,16.36,1294.6,5.3,242.9,25.2,2.39,0.029,172.37,-2.3,0.2,0.2,97.9,0.7,9.2,0.5
456,59882.56596,219.77,0.1,54.2,0.7,4.62,1021.9,1.8,88.7,3.8,0.25,0.003,18.04,0.3,2,2,96.8,3.1,5.4,2.2
457,59882.56633,221.24,0.22,131.1,1.6,7.45,1188.8,7.2,523.5,146.7,0.976,0.012,70.4,3.5,0.2,0.2,99,1.1,-3.2,0.8
458,59882.56639,222.96,0.55,64.5,0.8,2.67,1389,4.7,202.3,14.6,0.173,0.002,12.44,3.7,2,1.9,102.5,3.8,5.1,2.6
459,59882.56644,219.81,0.13,60.2,0.7,4.13,1016.4,6.5,144.6,11.5,0.249,0.003,17.94,8.5,1.3,1.4,99.5,3.3,-10.9,2.4
460,59882.56644,220.17,0.18,35.1,0.4,4.79,1026.1,4.3,100.6,9.6,0.168,0.002,12.13,-4.9,5.1,5,91.3,6.8,12,5
461,59882.56654,225.13,1.99,40.6,0.5,6.6,1417.9,11.5,221.4,33,0.268,0.003,19.33,-7.9,2.6,2.7,91.6,4.5,-4.8,3.3
462,59882.56666,219.72,1.59,26.4,0.3,2.43,1147.3,17.6,303.2,80.5,0.064,0.001,4.64,3.1,9.2,7.1,87.5,22.2,-44,18.3
463,59882.56672,221.78,0.08,518,6.2,3.66,1128.1,6.9,490.3,56.8,1.895,0.023,136.69,7.1,0.1,0.1,95.7,0.5,-13.5,0.4
464,59882.56672,219.94,0.07,106.9,1.3,3.13,1029.4,2.2,113,4.9,0.334,0.004,24.09,-0.3,1.1,1,96.6,2.5,-8.8,1.8
465,59882.56678,220.02,0.1,58.5,0.7,5.65,1015.7,6.7,156.7,11.7,0.331,0.004,23.86,3.3,1.6,1.5,92.1,3.4,10.1,2.5
466,59882.56692,220.25,0.13,117.4,1.4,5.85,1039.9,4.6,205.1,10,0.687,0.008,49.53,1.7,0.5,0.5,98.4,1.6,8.4,1.1
467,59882.567,221.53,0.46,54.9,0.7,9.11,1208.9,7.3,401.3,99,0.5,0.006,36.04,3.5,0.8,0.8,96.8,2.8,6.1,2
468,59882.56706,222.81,1.91,25.7,0.3,3.06,1387.1,16.8,315.1,63.9,0.079,0.001,5.67,8.9,3.6,4.1,92.7,8.6,-6.6,6.4
469,59882.56706,220.14,0.21,25.8,0.3,2.32,1025.2,45.3,197.8,87.6,0.06,0.001,4.32,-2.5,4.5,4.7,116.5,13.2,2,8.6
470,59882.56708,225.16,0.49,76.4,0.9,6.24,1117.3,7.5,300.6,28.1,0.476,0.006,34.36,2.7,0.5,0.5,95.4,2,0.6,1.4
471,59882.5674,220.61,0.04,1498.1,18.1,1.57,1215.8,2.8,403.4,42.6,2.357,0.028,170,-8.7,0.1,0.1,95.3,0.2,9.7,0.2
472,59884.57689,222.52,0.69,196.8,2.4,6.65,1450.4,11.2,231,24.5,1.308,0.016,94.36,-1.1,0.6,0.6,97.7,0.9,-8.2,0.6
473,59884.577,219.47,0.17,35.4,0.4,5.07,991,9.1,100.2,10.9,0.18,0.002,12.95,-0.5,4,4.2,91.9,5.1,-4.2,3.7
474,59884.57773,220.65,0.26,28.2,0.3,1.37,1019.9,2.7,51.1,6.5,0.039,0,2.79,-13.5,19.5,21,69.9,16,14.5,13.3
475,59884.57774,222.14,1.04,19.9,0.2,2.33,1171.8,15.2,231.5,57.6,0.046,0.001,3.34,-23.5,5.4,4.2,81.4,16,14.2,12.6
476,59884.57815,220.62,0.14,494.4,6.1,2.65,1347.6,38.7,228.4,98.6,1.31,0.016,94.51,-0.7,0.4,0.4,97.2,0.9,1.5,0.6
477,59884.5782,223.86,1.02,32.2,0.4,1.86,1373.2,12.7,180.6,38.3,0.06,0.001,4.32,-10.1,10.5,9.6,125.3,13.9,-6.5,8.7
478,59884.5784,220.51,0.27,249.4,3.1,14.36,1032.3,5.9,282,11.5,3.581,0.044,258.32,1.7,0.1,0.1,99.7,0.4,-14.3,0.3
479,59884.5784,220.7,0.22,214.4,2.6,5.38,921.6,41.2,287.9,40,1.153,0.014,83.14,-1.1,0.3,0.3,98.9,1,6,0.7
480,59884.57851,221.47,0.14,481.4,5.9,1.89,1064.2,2.1,173,5.7,0.911,0.011,65.7,1.3,0.3,0.3,98.6,1,-1.4,0.7
481,59884.57878,226.72,1.09,353.4,4.3,8.48,1348.7,5.6,462.5,54.7,2.996,0.037,216.15,-1.1,0.1,0.1,99.6,0.3,6.8,0.2
482,59884.57878,219.68,0.14,37.3,0.5,4.4,977.6,27.7,267.2,36.4,0.164,0.002,11.84,-3.7,2.2,2.3,92.8,4.9,34.7,3.8
483,59884.57881,222.29,3.05,116.1,1.4,4.54,1503.8,32.4,354,54.1,0.527,0.006,37.99,1.5,0.8,0.8,97.3,1.5,0.1,1.1
484,59884.57921,225.65,0.45,72.9,0.9,7.89,1137.7,7.4,316,33.9,0.575,0.007,41.49,2.3,0.5,0.6,98.4,2.1,-3.4,1.5
485,59884.58,220.2,0.29,24.6,0.3,0.92,1012.5,11.4,72.3,20.5,0.023,0,1.63,2.7,27.9,27.5,79.2,22.2,-20.6,17.8
486,59884.58008,224.88,0.26,73.6,0.9,7.4,1245.5,5.7,405,125.1,0.545,0.007,39.32,-2.1,0.6,0.6,102.3,2,-6.1,1.4
487,59884.58013,219.38,0.27,22.5,0.3,1.8,1028.8,5.2,73.2,13.2,0.041,0.001,2.93,6.5,20,21.8,128.9,31.7,12.4,19.6
488,59884.58031,219.64,0.14,23.5,0.3,2.69,1028.1,8.2,101.2,18.5,0.063,0.001,4.55,31.5,10,10.3,80.7,11.6,20.2,9.2
489,59884.58031,222.54,0.75,23.7,0.3,2.44,1177,7.6,146.4,22.1,0.058,0.001,4.18,1.1,4.3,4.3,136.2,18,-17,10.8
490,59884.58031,219.51,0.13,61.3,0.8,4.23,1006.3,5.5,119.4,8.6,0.259,0.003,18.71,1.3,2.4,2.4,100.2,4.1,12.2,2.9
491,59884.58035,219.99,0.1,69.8,0.9,7.12,1003.7,4.7,134.4,7.1,0.497,0.006,35.88,-5.7,1.2,1.2,98.9,2.2,8.6,1.6
492,59884.58043,219.87,0.16,33.4,0.4,6.65,1083,23.4,350.3,73.9,0.222,0.003,16.02,-5.9,1.5,1.3,94.8,5.5,8.7,4
493,59884.58063,220.29,0.12,33.6,0.4,1.98,1017.5,5.2,80.1,10.1,0.066,0.001,4.79,15.1,8.8,9.6,55.8,9.6,-51.2,9.4
494,59884.58109,219.68,0.12,81.8,1,9.19,1027.9,7.9,208.5,15.2,0.752,0.009,54.23,3.5,0.5,0.5,98.2,1.5,3.8,1.1
495,59884.5813,223.09,0.64,26.7,0.3,1.3,1399.2,101.7,94.2,142.1,0.035,0,2.51,73.1,27.5,28.5,58.2,22.8,-4.4,19.7
496,59884.5814,224.38,0.19,56.5,0.7,5.24,1251,13.1,608.6,687.9,0.296,0.004,21.33,-0.7,1,0.8,103.5,3.2,-17.3,2.2
497,59884.58169,223.62,0.29,180.1,2.2,4.43,1460.9,9.2,286.9,19.6,0.798,0.01,57.56,0.5,0.7,0.7,99.8,1.2,4.3,0.8
